# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 100 Hz
# Recording started at: 2026-03-16 15:37:32.511
time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
0,514657;0,1551;-0,3188;-0,4106;0,54
0,517838;-0,0169;-0,3761;-0,2872;0,47
0,532066;-0,1794;-0,4783;-0,0297;0,51
0,538282;-0,2214;-0,4993;-0,0007;0,55
0,546923;-0,2577;-0,5154;-0,0369;0,58
0,555028;-0,1919;-0,5867;-0,1469;0,63
0,563933;-0,0672;-0,7202;-0,3236;0,79
0,573520;0,0451;-0,8968;-0,4747;1,02
0,591775;0,1024;-1,0048;-0,3739;1,08
0,596152;0,0358;-1,0151;-0,2639;1,05
0,604744;-0,0545;-0,9774;-0,1263;0,99
0,616139;-0,1085;-0,9829;-0,0792;0,99
0,632663;-0,1148;-1,1500;-0,3129;1,20
0,637054;0,0328;-1,2779;-0,3777;1,33
0,649852;0,0751;-1,3939;-0,3537;1,44
0,653327;0,0532;-1,4788;-0,2093;1,49
0,665854;0,2567;-1,5833;-0,1189;1,61
0,683618;0,1218;-2,0073;-0,2395;2,03
0,685909;0,2340;-2,2501;-0,5391;2,33
0,699450;0,2653;-2,5795;-0,9170;2,75
0,714334;-0,0829;-2,8344;-1,1073;3,04
0,718684;-0,3683;-2,9371;-0,9096;3,10
0,733371;-0,5534;-3,2126;-0,8781;3,38
0,736959;-0,3277;-3,5986;-1,1646;3,80
0,748050;0,0167;-3,9963;-1,6774;4,33
0,767002;0,6309;-4,5301;-2,5514;5,24
0,771088;0,7082;-4,5914;-2,6347;5,34
0,782408;0,8739;-4,3114;-1,8757;4,78
0,783727;1,2589;-4,1793;-1,2724;4,55
0,800007;0,9418;-3,9393;-0,8139;4,13
0,817104;0,3270;-2,8806;-0,3339;2,92
0,817839;0,1387;-2,6943;0,0444;2,70
0,833981;-0,3090;-2,4510;0,2568;2,48
0,834129;-0,3772;-2,2251;0,2274;2,27
0,846184;-0,3907;-2,0476;-0,2835;2,10
0,863788;0,0972;-2,0364;-2,5618;3,27
0,868563;0,7024;-2,0024;-3,5907;4,17
0,879482;0,2839;-1,3988;-2,9105;3,24
0,889593;0,0474;-0,2667;-0,3373;0,43
0,904628;-0,1984;0,7426;2,6035;2,71
0,916347;-0,8193;1,4358;2,2582;2,80
0,916497;-1,4954;2,1483;1,0223;2,81
0,929494;-1,3989;2,3740;-1,0209;2,94
0,940538;-0,2267;3,7372;-4,0022;5,48
0,946805;0,0957;4,7846;-2,7168;5,50
0,956041;0,6484;5,5262;-0,2925;5,57
0,965483;0,6212;6,0019;1,8794;6,32
0,981506;-0,1319;7,4332;4,4249;8,65
0,988529;-0,9655;8,2332;4,8747;9,62
0,997040;-0,7789;8,3483;4,1261;9,34
1,006194;-0,5071;8,8843;2,4571;9,23
1,023078;1,3028;8,3357;0,7551;8,47
1,028814;1,0165;9,0470;1,4490;9,22
1,041056;0,7214;10,5827;2,8389;10,98
1,045965;0,9767;11,4856;4,1832;12,26
1,055380;0,9843;11,6272;4,9749;12,69
1,074516;1,5103;12,3230;2,9604;12,76
1,078146;2,0600;13,1895;1,5848;13,44
1,088422;2,5616;13,4772;0,3281;13,72
1,094350;2,7128;13,8872;-0,4729;14,16
1,104414;2,5556;14,4492;-0,6127;14,69
1,115702;2,1179;15,0677;0,7065;15,23
1,129643;3,0467;14,8152;5,1134;15,97
1,137448;2,5625;15,9461;7,9589;18,01
1,147091;2,2377;16,5619;11,2752;20,16
1,164865;1,9325;16,0760;10,1431;19,11
1,168734;0,6377;17,2278;7,1919;18,68
1,182974;0,0197;17,6238;5,4317;18,44
1,186527;0,4705;16,6343;5,3120;17,47
1,199532;1,5660;14,7834;5,8860;15,99
1,215365;0,4176;11,4285;6,2797;13,05
1,217182;-0,6714;8,9453;5,0793;10,31
1,232552;-1,3196;6,0663;1,9767;6,52
1,236973;-1,7080;3,3356;-2,3088;4,40
1,246671;-2,1213;1,0380;-5,7358;6,20
1,263453;-1,7082;-2,5498;-6,2843;6,99
1,266010;-0,4625;-2,7940;-5,1888;5,91
1,283708;0,8169;-3,2012;-3,9307;5,13
1,283848;2,4415;-3,6313;-1,8737;4,76
1,298253;3,2072;-3,6888;0,5280;4,92
1,313235;1,6243;-3,4614;3,9907;5,53
1,317508;-0,6111;-3,6001;6,1981;7,19
1,331027;-1,9517;-4,8104;7,2186;8,89
1,334903;-2,0954;-7,9938;6,2759;10,38
1,349639;-2,6029;-14,0414;-4,6218;15,01
1,355528;-1,4381;-15,2504;-10,8433;18,77
1,365638;0,1521;-15,7632;-14,8833;21,68
1,373266;1,0881;-15,4982;-15,7804;22,14
1,390383;-2,3316;-10,8846;-6,7801;13,03
1,396476;-2,7155;-9,6766;-1,0683;10,11
1,406501;-2,7426;-9,1369;2,4391;9,85
1,412895;-2,0693;-8,9006;3,2519;9,70
1,422887;-0,9450;-9,1904;2,1981;9,50
1,440722;1,8591;-10,7257;0,5056;10,90
1,445828;2,5490;-11,2034;0,1596;11,49
1,454826;2,4211;-11,6993;-0,0325;11,95
1,471394;0,8332;-12,0626;-0,4991;12,10
1,478514;0,2223;-12,3826;-1,3315;12,46
1,488677;-0,1524;-12,5081;-1,8494;12,64
1,494381;-0,6917;-12,4174;-1,6339;12,54
1,506648;-0,8649;-12,4216;-0,7856;12,48
1,520991;-0,2103;-12,7442;0,7168;12,77
1,532266;0,2238;-13,3767;0,7190;13,40
1,535726;0,5898;-13,2383;-0,1560;13,25
1,547689;0,3803;-12,2886;-1,0563;12,34
1,562908;-0,5399;-10,7712;-0,8114;10,82
1,573683;-0,6362;-10,4188;0,1686;10,44
1,576379;-0,5261;-10,0259;1,0990;10,10
1,588145;-0,3001;-9,9061;1,5885;10,04
1,604653;-0,2621;-9,3127;1,5462;9,44
1,615704;-0,4037;-9,1693;1,7204;9,34
1,620287;-0,3809;-9,3443;1,6515;9,50
1,630084;-0,1001;-9,5574;0,9324;9,60
1,633432;0,3668;-9,8927;-0,4806;9,91
1,650823;0,5257;-9,5577;-1,9880;9,78
1,664410;-0,2579;-8,8234;-1,3943;8,94
1,666155;-0,3460;-8,6586;-0,0945;8,67
1,680172;-0,1972;-8,6206;1,1182;8,70
1,684900;-0,0416;-8,5897;2,1749;8,86
1,697154;0,0529;-8,7986;2,8255;9,24
1,712897;-0,0233;-9,3674;1,4172;9,47
1,723882;-0,1924;-9,7991;-0,1545;9,80
1,723995;-0,1181;-10,0365;-2,1107;10,26
1,738345;-0,0446;-9,5794;-3,8788;10,33
1,757298;-0,7255;-8,7465;-3,6842;9,52
1,757519;-0,3783;-8,6080;-1,9885;8,84
1,764294;-0,1820;-8,6587;-0,1900;8,66
1,773638;0,0740;-8,6111;1,4812;8,74
1,789176;1,1443;-8,5533;2,1154;8,89
1,796751;0,7660;-7,7125;0,8147;7,79
1,805457;0,0364;-6,5673;-0,7351;6,61
1,815317;-1,2352;-4,9787;-1,7334;5,41
1,823944;-1,9350;-2,5852;-2,2601;3,94
1,832790;-1,1896;-0,8329;-2,1711;2,61
1,846916;-0,6670;2,8434;-1,6963;3,38
1,855263;-0,0242;4,1543;-1,9313;4,58
1,863129;-0,7223;6,0772;-2,6659;6,68
1,878232;-0,8192;10,8152;-2,5946;11,15
1,887883;-1,1155;11,2125;0,1907;11,27
1,896586;-1,7734;10,5999;3,0581;11,17
1,905042;-1,7976;9,7518;4,4159;10,85
1,913492;-1,3991;9,3769;3,3259;10,05
1,930972;0,0153;10,1959;-3,7803;10,87
1,935277;0,0493;11,6622;-4,3187;12,44
1,947528;0,8374;14,1428;-1,9028;14,29
1,962360;0,2027;16,0859;6,4294;17,32
1,973557;0,8702;15,8023;9,4779;18,45
1,977573;1,6661;14,8702;10,8167;18,46
1,987944;1,7373;13,6033;10,6474;17,36
1,997903;1,8704;11,3681;8,4981;14,32
2,013050;2,1180;6,5687;0,9877;6,97
2,017119;1,9668;4,9191;-2,0097;5,67
2,030371;1,8946;4,0595;-4,2505;6,18
2,034511;1,9432;3,5146;-5,5056;6,81
2,046066;1,8508;3,6539;-5,9791;7,25
2,057204;0,9201;4,7780;-4,9039;6,91
2,073570;-0,3741;7,2954;0,7847;7,35
2,074685;-0,8305;8,5954;4,6031;9,79
2,090145;-0,7524;9,3420;8,1844;12,44
2,094319;0,1754;8,8499;10,7154;13,90
2,106722;0,5482;7,9347;10,6095;13,26
2,123592;1,9673;6,1323;4,8930;8,09
2,124353;2,6447;5,1689;1,3003;5,95
2,137965;2,9740;4,4875;-2,0890;5,77
2,148493;2,7294;4,2965;-3,7197;6,30
2,164429;0,7106;5,1483;-1,0871;5,31
2,164555;0,2972;5,7248;2,4437;6,23
2,181303;0,6408;5,3943;6,8980;8,78
2,196674;0,6587;4,9418;6,1717;7,93
2,197544;0,4502;4,4179;4,2811;6,17
2,205960;0,3967;3,5986;1,8667;4,07
2,213730;0,5942;2,9478;-0,0295;3,01
2,223314;0,8920;2,3545;-1,3945;2,88
2,241423;0,8298;1,6226;-2,8249;3,36
2,245911;0,1792;1,4440;-3,2257;3,54
2,256560;-0,6344;1,5092;-2,7607;3,21
2,272655;-1,0848;1,2471;1,0537;1,96
2,279126;-1,2066;1,0465;1,9834;2,55
2,287359;-1,3627;0,9070;1,8793;2,49
2,298989;-1,3178;0,7016;0,8687;1,73
2,303471;-1,0535;0,2202;-0,3045;1,12
2,313071;-0,5298;-0,5239;-1,4492;1,63
2,329108;0,6424;-1,4586;-2,1212;2,65
2,337655;0,9343;-1,7647;-1,5142;2,51
2,346529;0,9244;-2,0303;-0,7726;2,36
2,362680;0,5034;-2,6810;-0,0758;2,73
2,369039;0,0924;-2,7797;0,6967;2,87
2,380580;-0,2375;-3,0551;1,1866;3,29
2,384980;-0,4056;-3,2155;0,9578;3,38
2,395940;-0,8136;-3,4861;0,1748;3,58
2,412594;-1,0397;-3,6619;-1,5101;4,10
2,417327;-1,0041;-3,5908;-1,9523;4,21
2,429729;-0,8584;-3,7009;-2,2199;4,40
2,434074;-0,8540;-3,6659;-1,9759;4,25
2,445098;-0,8804;-3,7996;-1,3759;4,14
2,456839;-0,5357;-4,1793;-0,9886;4,33
2,471328;-0,4387;-4,4394;-0,4544;4,48
2,474713;-0,6724;-4,3469;-0,1745;4,40
2,487334;-0,4992;-4,2941;-0,0528;4,32
2,498926;-0,3074;-4,3861;-0,4088;4,42
2,514496;-0,1130;-4,3730;-1,7348;4,71
2,515232;-0,1318;-4,5014;-2,4925;5,15
2,528703;-0,3016;-4,5664;-2,9434;5,44
2,537218;-0,6197;-4,0887;-2,9790;5,10
2,545657;-0,9736;-3,2999;-2,5555;4,29
2,555108;-0,8702;-2,6191;-1,5733;3,18
2,570688;-0,0572;-2,1123;-0,4168;2,15
2,580222;0,3506;-1,3086;-0,0410;1,36
2,588476;0,2337;-0,7893;0,9217;1,24
2,596982;0,1962;-0,5138;1,8561;1,94
2,605715;0,0868;-0,2602;2,5616;2,58
2,615487;0,1925;-0,0316;2,5361;2,54
2,630256;0,2831;-0,1917;0,5076;0,61
2,637887;0,2839;-0,1963;-0,4832;0,59
2,646143;0,3545;-0,1264;-1,0958;1,16
2,654537;0,4380;-0,0628;-1,0594;1,15
2,670323;0,4214;-0,0986;-0,1367;0,45
2,679239;0,2977;-0,0867;0,1795;0,36
2,687605;0,1743;-0,1209;0,4320;0,48
2,695387;-0,2321;-0,1729;0,2579;0,39
2,704999;-0,6559;0,1022;-0,1469;0,68
2,713572;-0,7195;0,3120;-0,4050;0,88
2,729477;-0,0911;0,2998;-1,1497;1,19
2,737814;-0,0003;0,2967;-1,0839;1,12
2,745839;0,1899;0,2943;-0,9413;1,00
2,754395;0,2513;0,3042;-0,7186;0,82
2,768769;0,3871;0,1277;-0,5332;0,67
2,779173;0,1357;0,2983;-0,5461;0,64
2,787573;0,0512;0,2537;-0,4368;0,51
2,795843;-0,5164;0,7268;-0,5213;1,03
2,805052;-0,5111;0,7959;-0,4899;1,07
2,813256;-0,4612;0,8316;-0,4837;1,07
2,825365;-0,2403;0,8499;0,2650;0,92
2,838114;0,0546;0,8152;0,7171;1,09
2,846547;0,2581;0,7298;0,9446;1,22
2,854728;0,1762;0,8688;1,0395;1,37
2,872377;0,1748;0,8447;0,8447;1,21
2,875137;0,2642;0,5740;0,3508;0,72
2,889531;0,3434;0,3816;-0,1586;0,54
2,906823;0,1957;0,0516;-0,9853;1,01
2,912114;0,1087;0,0585;-1,0203;1,03
2,921152;-0,0716;0,1738;-0,6551;0,68
2,932242;-0,2974;0,5531;-0,1310;0,64
2,946994;-0,4370;0,7882;0,3551;0,97
2,948351;-0,3250;0,6816;0,4750;0,89
2,964152;-0,0925;0,5603;0,5086;0,76
2,969145;0,1061;0,3836;0,4153;0,58
2,980069;0,1904;0,2017;0,2165;0,35
2,991892;0,2737;0,2038;0,1132;0,36
2,997074;0,3283;0,1568;0,0216;0,36
3,005511;0,3923;0,1079;0,1683;0,44
3,015450;0,3049;0,1881;0,2675;0,45
3,025981;0,2724;0,1893;0,2592;0,42
3,038876;0,0432;0,3044;0,0729;0,32
3,046470;-0,0988;0,4256;0,0946;0,45
3,056783;-0,0991;0,3506;0,0800;0,37
3,071316;0,1966;0,0025;-0,1148;0,23
3,079902;0,1884;-0,0769;-0,2727;0,34
3,088398;0,2453;-0,1828;-0,3433;0,46
3,096052;0,1548;-0,1811;-0,3983;0,46
3,104604;-0,0891;-0,0431;-0,1922;0,22
3,113314;-0,2367;0,0183;-0,0273;0,24
3,128016;-0,1643;-0,0072;-0,2806;0,33
3,138018;-0,1351;-0,0441;-0,3895;0,41
3,146208;-0,1011;-0,1216;-0,3069;0,35
3,155146;-0,0339;-0,1415;-0,1943;0,24
3,162744;-0,0243;-0,0989;-0,1000;0,14
3,177191;-0,1196;0,0588;0,0748;0,15
3,187824;-0,1675;0,0084;0,0538;0,18
3,195948;0,0306;-0,1042;-0,1278;0,17
3,205868;0,0520;-0,1976;-0,2449;0,32
3,220906;-0,0788;-0,0968;0,2604;0,29
3,229745;-0,0499;-0,1592;0,5052;0,53
3,237778;0,0127;-0,1669;0,3887;0,42
3,246813;0,0993;-0,1152;0,1501;0,21
3,254550;0,0760;-0,1092;-0,0773;0,15
3,263342;-0,0454;-0,0505;-0,2161;0,23
3,275094;0,0102;-0,0064;0,0485;0,05
3,286822;-0,0024;0,0292;0,2538;0,26
3,296466;0,1307;-0,0141;0,2600;0,29
3,303721;0,1347;-0,0335;0,2900;0,32
3,315539;0,0015;-0,0462;0,2028;0,21
3,328069;-0,1861;-0,0061;0,1729;0,25
3,337515;-0,2157;-0,0141;0,1008;0,24
3,346215;-0,2509;-0,0484;0,0148;0,26
3,355427;-0,1346;-0,1162;-0,1428;0,23
3,363086;-0,0516;-0,1719;-0,2080;0,27
3,373023;0,0546;-0,2439;-0,2125;0,33
3,388325;0,0666;-0,3106;-0,1300;0,34
3,392819;0,1815;-0,3557;-0,0410;0,40
3,403556;0,1799;-0,2882;0,0575;0,34
3,417025;0,1683;-0,1845;0,2564;0,36
3,428811;0,1195;-0,1553;0,2826;0,34
3,439235;0,0002;-0,0998;0,2840;0,30
3,446773;-0,0880;-0,0804;0,3204;0,34
3,454768;-0,0764;-0,0969;0,2803;0,31
3,463249;-0,1392;-0,1685;0,1882;0,29
3,478977;-0,0831;-0,0822;-0,0657;0,13
3,488513;-0,1136;0,0090;0,0698;0,13
3,495950;-0,0227;-0,0027;0,1661;0,17
3,505503;0,0009;-0,0573;0,2715;0,28
3,522198;0,0549;-0,0900;0,1615;0,19
3,528647;0,0354;-0,1305;-0,0042;0,14
3,538871;0,0927;-0,1328;-0,0424;0,17
3,545089;0,0333;-0,1159;-0,0142;0,12
3,555007;0,0604;-0,0750;0,0998;0,14
3,574690;-0,0159;-0,0172;0,2988;0,30
3,580105;0,0213;-0,0411;0,2561;0,26
3,586430;0,0700;-0,0677;-0,0076;0,10
3,599475;0,0253;-0,0753;-0,1939;0,21
3,605284;-0,0263;-0,0972;-0,2917;0,31
3,615700;0,0030;-0,0781;-0,2115;0,23
3,632603;0,1135;-0,0345;0,2119;0,24
3,634503;0,2068;0,0354;0,4321;0,48
3,650852;0,1286;0,0094;0,4975;0,51
3,667114;0,1427;-0,0940;0,0029;0,17
3,667907;0,1298;-0,1017;-0,2037;0,26
3,683379;0,0173;-0,0950;-0,2218;0,24
3,687848;-0,0323;-0,0858;-0,1572;0,18
3,699817;0,0873;-0,0500;-0,0751;0,13
3,704766;-0,0314;-0,1170;0,0776;0,14
3,714182;-0,0493;-0,1169;0,2254;0,26
3,730311;-0,1139;-0,0093;0,1990;0,23
3,732969;0,0182;-0,0333;0,1398;0,14
3,748195;-0,0027;-0,0358;0,1069;0,11
3,753226;-0,0361;-0,0599;0,0406;0,08
3,763141;0,0600;-0,0600;0,0796;0,12
3,779398;0,0642;-0,0914;-0,0212;0,11
3,784649;0,1000;-0,1395;0,1547;0,23
3,796586;-0,0483;-0,0198;0,2462;0,25
3,812532;-0,1406;-0,2317;0,0933;0,29
3,820441;-0,0430;-0,1750;-0,0885;0,20
3,830174;-0,0453;-0,2044;-0,0991;0,23
3,833839;-0,1770;-0,1856;-0,1304;0,29
3,845816;0,0212;-0,1235;-0,0530;0,14
