# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 100 Hz
# Recording started at: 2026-03-16 15:38:47.913
time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
0.413962;-0.2087;-6.2030;-1.1682;6.32
0.427049;0.1485;-6.1733;-1.4658;6.35
0.439199;0.2399;-6.1092;-1.4137;6.28
0.448541;0.4313;-5.9410;-1.1057;6.06
0.457663;0.5539;-5.8729;-0.6013;5.93
0.468399;0.3817;-5.9470;0.0721;5.96
0.476156;0.3103;-5.8860;-0.2636;5.90
0.484567;0.1983;-5.6884;-0.8349;5.75
0.500670;-0.1796;-4.7519;-1.7504;5.07
0.508651;-0.8953;-3.9839;-1.7896;4.46
0.516941;-1.1369;-3.2001;-1.6416;3.77
0.524879;-1.1610;-2.2521;-1.3504;2.87
0.533369;-1.1010;-1.1233;-0.8594;1.79
0.549851;0.1662;0.6850;0.7479;1.03
0.558103;0.4967;1.6968;1.2585;2.17
0.566723;0.7781;2.8409;1.6049;3.35
0.574199;0.8719;3.8466;1.8020;4.34
0.590289;0.5584;5.2965;2.3374;5.82
0.599172;0.1557;6.2743;2.7352;6.85
0.607912;-0.3994;7.1229;3.2056;7.82
0.615456;-0.9618;8.0048;3.9276;8.97
0.624151;-0.7969;8.7546;4.3347;9.80
0.633116;-0.1496;9.2233;4.4797;10.25
0.648562;0.7731;9.7937;2.8680;10.23
0.656016;1.2209;9.6059;1.2281;9.76
0.665383;1.6378;9.3916;-0.2775;9.54
0.674128;0.7228;10.5475;-1.8541;10.73
0.687891;-0.7314;12.0048;-1.2512;12.09
0.698791;-0.7640;13.2864;0.7837;13.33
0.706035;-0.5416;14.7226;2.7724;14.99
0.714974;-0.5419;15.8617;4.4798;16.49
0.724184;0.2829;16.4226;4.5333;17.04
0.737665;1.7749;17.6264;2.3280;17.87
0.748813;1.2925;18.6136;1.9906;18.76
0.758047;0.7750;19.5204;2.6767;19.72
0.766321;-0.9848;20.2504;4.5281;20.77
0.774858;-2.3295;20.6604;6.3479;21.74
0.783114;-2.9743;20.8869;6.9487;22.21
0.794959;-0.9307;20.2124;3.3260;20.51
0.807425;0.9768;19.2866;0.5454;19.32
0.816382;0.2960;20.2662;-0.1389;20.27
0.824310;0.4438;19.7870;1.4120;19.84
0.833493;0.6310;19.3859;4.2089;19.85
0.848425;-0.6825;18.7315;8.9235;20.76
0.857144;0.2300;16.3856;10.1661;19.28
0.865180;0.4576;14.0953;10.4677;17.56
0.873623;0.8719;11.4469;8.3679;14.21
0.885102;2.8675;7.5885;2.0035;8.36
0.892945;4.0108;5.2260;-0.8639;6.64
0.909206;2.7676;3.2735;-1.7672;4.64
0.916923;0.8332;2.1245;0.1988;2.29
0.925295;-1.4103;1.3725;1.9672;2.78
0.933375;-3.3358;0.1402;2.8403;4.38
0.950390;-2.3583;-2.6294;0.4139;3.56
0.958562;-2.1604;-4.1399;-2.0887;5.12
0.966478;-2.3741;-5.2521;-3.9897;7.01
0.975278;-2.3193;-6.3459;-4.7295;8.25
0.983819;-1.2221;-7.4763;-4.6804;8.90
0.998878;1.0789;-8.4123;-3.6133;9.22
1.008963;1.1118;-8.7211;-1.9394;9.00
1.015154;0.9969;-8.9741;0.0877;9.03
1.024325;1.3642;-8.8928;2.0742;9.23
1.033955;1.6323;-9.5594;3.6345;10.36
1.049332;1.7843;-11.9169;4.3938;12.83
1.057935;0.6703;-13.3183;3.7543;13.85
1.066519;-0.3136;-13.4918;2.7520;13.77
1.074661;-0.9579;-15.3611;0.0791;15.39
1.083355;-0.4864;-15.9597;-2.6347;16.18
1.096872;-1.3128;-14.6249;-6.2575;15.96
1.106786;-1.5824;-14.3536;-7.0836;16.08
1.116163;-1.7441;-13.8348;-6.9727;15.59
1.123722;-1.9137;-13.2230;-5.0916;14.30
1.138100;-0.8845;-12.6935;-1.3040;12.79
1.150307;-0.7061;-12.5695;-0.8298;12.62
1.154506;-0.3260;-12.0866;-0.8883;12.12
1.165898;0.2842;-11.4460;-1.1398;11.51
1.176030;0.6633;-10.9085;-1.2839;11.00
1.190587;1.2672;-10.2759;-0.3303;10.36
1.199979;1.2117;-10.0825;0.5762;10.17
1.207947;1.1117;-10.1092;1.6970;10.31
1.216604;1.1666;-10.2267;2.4920;10.59
1.224302;1.0731;-10.2845;2.9259;10.75
1.235573;0.9441;-10.1709;2.1447;10.44
1.247791;0.9394;-10.2986;1.2905;10.42
1.257392;1.1923;-10.5987;0.1022;10.67
1.265161;1.3827;-10.5083;-0.9886;10.64
1.275011;1.4564;-10.2167;-1.6228;10.45
1.285567;1.4468;-10.0158;-1.6663;10.26
1.301310;1.2722;-9.7016;-0.6482;9.81
1.309059;0.8514;-9.3972;-0.0067;9.44
1.317690;0.5405;-9.1549;0.6093;9.19
1.325106;0.2845;-8.9749;0.9607;9.03
1.333544;0.0442;-8.8119;0.8631;8.85
1.350508;0.4359;-9.0584;-0.1159;9.07
1.358711;0.7666;-9.2213;-0.7312;9.28
1.366665;0.9381;-9.3435;-0.9990;9.44
1.374819;0.8638;-9.4032;-1.0349;9.50
1.383019;0.7364;-9.3409;-0.8437;9.41
1.399324;0.6541;-9.1322;-0.1214;9.16
1.408352;0.2522;-9.0027;0.3886;9.01
1.416852;0.0462;-8.8421;0.7681;8.88
1.424464;0.0799;-8.8852;0.8348;8.92
1.440401;-0.1870;-9.4124;0.0490;9.41
1.449021;-0.1162;-9.4176;-0.6873;9.44
1.457999;0.2143;-9.7532;-1.5018;9.87
1.466161;0.8606;-9.9403;-2.4236;10.27
1.474642;1.2624;-9.5333;-3.2268;10.14
1.488775;0.1078;-8.8645;-2.6105;9.24
1.497642;-0.2807;-8.5693;-1.9215;8.79
1.506986;-0.5168;-8.3387;-1.5982;8.51
1.515205;-0.6605;-7.9452;-1.4222;8.10
1.524086;-0.4116;-7.7863;-1.2303;7.89
1.538120;0.4798;-7.3226;-2.3647;7.71
1.547352;0.7921;-6.4982;-3.2808;7.32
1.557136;0.6233;-5.7168;-3.7444;6.86
1.565308;0.1302;-4.8056;-3.4893;5.94
1.573451;-1.5280;-3.7596;-3.7814;5.55
1.586347;-2.0492;-3.4392;-3.3882;5.24
1.598051;-1.8485;-2.5564;-4.0985;5.17
1.606589;-1.8215;-0.7473;-4.3239;4.75
1.613649;-1.9556;1.2294;-3.0054;3.79
1.627916;-1.1002;3.7534;1.5009;4.19
1.639791;-1.2543;4.2372;3.4502;5.61
1.648206;-1.1230;4.2742;4.3124;6.17
1.656848;-0.0898;4.1121;3.6537;5.50
1.665041;0.2051;4.4729;1.8352;4.84
1.673867;-0.1242;6.1437;0.3669;6.16
1.685290;0.1188;9.0966;2.7954;9.52
1.697216;0.2403;9.5558;6.1748;11.38
1.705438;-2.4901;10.5564;9.8660;14.66
1.717618;-2.3460;10.5268;13.9695;17.65
1.725709;-1.5082;9.8924;12.9790;16.39
1.734283;-0.0049;9.1917;10.3332;13.83
1.749991;2.3909;7.7437;2.1999;8.40
1.758559;2.8554;7.2343;-1.5199;7.92
1.767012;2.7227;7.2914;-3.8982;8.70
1.775060;1.5424;8.3002;-5.4441;10.05
1.783083;0.6481;8.7147;-4.6570;9.90
1.799460;-0.9360;10.2203;0.1132;10.26
1.807762;-1.3650;10.9374;2.9139;11.40
1.815856;-1.3924;11.3861;5.2611;12.62
1.823635;-1.2642;11.6336;6.7435;13.51
1.840014;-0.1683;12.0393;5.8803;13.40
1.848661;0.4111;12.2581;4.8426;13.19
1.857109;0.6561;12.4670;3.9687;13.10
1.864736;0.4478;12.7718;3.6636;13.29
1.873855;-0.2287;13.1437;3.6726;13.65
1.888860;-0.4666;13.5458;3.2892;13.95
1.899187;-0.6011;13.9118;3.9756;14.48
1.906999;-0.7399;14.4796;5.3839;15.47
1.914140;-0.5740;14.4705;6.3212;15.80
1.929449;-0.0231;14.0384;5.9409;15.24
1.939784;0.5170;13.5146;2.7503;13.80
1.946996;0.5082;13.2353;1.2026;13.30
1.955348;0.4963;12.9896;0.2118;13.00
1.963708;0.5652;12.5844;-0.0278;12.60
1.978582;0.9691;12.0598;1.8769;12.24
1.988556;0.6666;11.7038;2.7300;12.04
1.997114;0.1348;11.4097;3.3019;11.88
2.007081;-0.3941;11.2751;4.0515;11.99
2.014837;-0.8040;10.7601;4.5867;11.72
2.023473;-1.1508;10.0751;4.7323;11.19
2.036549;-0.8649;8.3392;4.0495;9.31
2.047437;-0.4620;7.0880;3.3131;7.84
2.056967;0.0403;5.9198;2.4387;6.40
2.065177;0.6682;4.6461;1.3826;4.89
2.073777;1.2023;3.7774;0.4070;3.98
2.090157;1.2096;2.1924;-0.6139;2.58
2.098179;0.7403;1.6822;-0.6724;1.96
2.106229;0.1275;1.1475;0.0519;1.16
2.115470;-0.1655;0.8149;1.2817;1.53
2.123848;-0.4167;0.1879;2.1989;2.25
2.134126;-0.7110;-1.1722;2.3523;2.72
2.150407;-0.7629;-2.2276;0.8695;2.51
2.158477;-0.4776;-2.8199;0.1959;2.87
2.167091;-0.2517;-3.4685;-0.1861;3.48
2.175245;-0.2426;-4.0191;-0.2994;4.04
2.183388;-0.5072;-4.4674;-0.1462;4.50
2.199895;-0.7523;-5.1601;0.1014;5.22
2.208198;-0.6470;-5.5430;-0.2203;5.58
2.216097;-0.5486;-5.7683;-0.6689;5.83
2.224296;-0.3831;-5.9265;-1.1941;6.06
2.233468;-0.3731;-6.0506;-1.5598;6.26
2.248662;-0.1248;-6.4750;-1.2581;6.60
2.257351;-0.0414;-6.6634;-0.8490;6.72
2.265555;0.0890;-6.8594;-0.6944;6.90
2.273634;0.2136;-7.0395;-0.7251;7.08
2.289377;0.2354;-7.3441;-1.0151;7.42
2.297474;0.0534;-7.4252;-1.1567;7.51
2.307019;-0.0901;-7.4546;-1.3137;7.57
2.315309;-0.1312;-7.5234;-1.5598;7.68
2.323738;-0.0602;-7.5212;-1.8666;7.75
2.338650;-0.0564;-7.3923;-2.5393;7.82
2.347205;-0.4337;-7.2432;-2.6932;7.74
2.357437;-0.8499;-7.0052;-2.6548;7.54
2.365836;-0.8685;-6.9365;-2.4652;7.41
2.374548;-0.6859;-6.9748;-2.1058;7.32
2.387191;-0.6112;-6.6558;-1.3798;6.82
2.397932;-0.6341;-6.3518;-0.8381;6.44
2.406799;-0.5340;-6.0651;-0.4346;6.10
2.415177;-0.4264;-5.9542;-0.1840;5.97
2.423703;-0.3753;-5.7945;-0.2131;5.81
2.436575;-0.0642;-5.5034;-0.7076;5.55
2.448023;-0.1031;-5.2898;-1.0092;5.39
2.457614;-0.1592;-4.8465;-1.4329;5.06
2.466067;0.0884;-4.4050;-1.8747;4.79
2.474307;0.2035;-3.9671;-2.1421;4.51
2.485329;0.9004;-2.7777;-0.7711;3.02
2.498839;0.8312;-2.6062;-0.0222;2.74
2.506779;0.1398;-2.5876;0.0472;2.59
2.514694;-0.2261;-2.4279;-0.4137;2.47
2.524224;-0.5767;-1.9640;-1.0252;2.29
2.535086;-0.6560;-0.0790;-1.4288;1.57
2.550569;1.3976;1.2692;-0.7123;2.02
2.558396;2.1462;1.3056;-0.0270;2.51
2.567082;2.2961;1.2170;0.9002;2.75
2.575231;1.8531;1.2220;1.6858;2.79
2.583661;1.3040;1.3764;1.9199;2.70
2.600496;0.7385;1.1430;1.4311;1.97
2.607922;0.3604;1.0062;0.8576;1.37
2.616230;-0.0638;1.0701;0.1876;1.09
2.624389;-0.2219;1.1081;-0.4840;1.23
2.640190;0.0797;0.6620;-1.6019;1.74
2.648656;0.0393;0.4741;-1.8317;1.89
2.657029;-0.2434;0.4141;-1.7091;1.78
2.665243;-0.5735;0.4677;-1.2357;1.44
2.673658;-0.5680;0.4769;-0.5876;0.95
2.689566;-0.1478;-0.0712;0.2945;0.34
2.698047;0.0126;-0.2872;0.2233;0.36
2.706856;0.0540;-0.2933;-0.1122;0.32
2.715908;0.0686;-0.1660;-0.5786;0.61
2.723644;0.1170;-0.0723;-1.0296;1.04
2.738569;0.1494;0.2903;-1.0820;1.13
2.748733;0.0367;0.4605;-0.5726;0.74
2.757606;0.0075;0.5271;-0.0816;0.53
2.766364;0.1135;0.5371;0.3509;0.65
2.774960;0.0802;0.4921;0.6443;0.81
2.790509;-0.1956;0.3626;0.7278;0.84
2.799407;-0.2951;0.3399;0.5419;0.70
2.808333;-0.2853;0.2422;0.3692;0.53
2.816539;-0.2336;0.1512;0.1635;0.32
2.824306;-0.2213;0.1173;-0.0380;0.25
2.836692;0.0861;-0.1184;-0.5135;0.53
2.847455;0.1139;-0.2169;-0.7032;0.74
2.857627;0.0019;-0.2034;-0.6678;0.70
2.865485;-0.0759;-0.1371;-0.4840;0.51
2.873771;-0.0752;-0.1975;-0.2419;0.32
2.884816;-0.0935;-0.0663;0.1436;0.18
2.896849;-0.1863;0.0660;0.2985;0.36
2.905580;-0.1145;0.0288;0.4485;0.46
2.913324;-0.0335;-0.0659;0.5219;0.53
2.926372;0.1064;-0.0928;0.2085;0.25
2.939756;0.1019;-0.1021;0.0417;0.15
